Audiofile,start,end,class
test.wav,8066.94,8066.97,background
test.wav,8066.97,8067.04,foreground
test.wav,8067.04,8067.06,background
test.wav,8067.06,8067.07,foreground
test.wav,8067.07,8067.08,background
test.wav,8067.08,8067.16,foreground
test.wav,8067.16,8067.18,background
test.wav,8067.18,8067.19,foreground
test.wav,8067.19,8067.2,background
test.wav,8067.2,8067.32,foreground
test.wav,8067.32,8067.33,background
test.wav,8067.33,8067.47,foreground
test.wav,8067.47,8067.55,background
test.wav,8067.55,8067.56,foreground
test.wav,8067.56,8067.6,background
test.wav,8067.6,8067.61,foreground
test.wav,8067.61,8067.63,background
test.wav,8067.63,8067.64,foreground
test.wav,8067.64,8067.66,background
test.wav,8067.66,8067.75,foreground
test.wav,8067.75,8067.76,background
test.wav,8067.76,8067.78,foreground
test.wav,8067.78,8067.79,background
test.wav,8067.79,8067.9,foreground
test.wav,8067.9,8067.91,background
test.wav,8067.91,8068.3,foreground
test.wav,8068.3,8068.31,background
test.wav,8068.31,8068.36,foreground
test.wav,8068.36,8068.37,background
test.wav,8068.37,8068.66,foreground
test.wav,8068.66,8068.67,background
test.wav,8068.67,8068.72,foreground
test.wav,8068.72,8068.73,background
test.wav,8068.73,8068.75,foreground
test.wav,8068.75,8068.78,background
test.wav,8068.78,8068.79,foreground
test.wav,8068.79,8069.32,background
test.wav,8069.32,8069.33,foreground
test.wav,8069.33,8069.38,background
test.wav,8069.38,8069.46,foreground
test.wav,8069.46,8069.47,background
test.wav,8069.47,8069.96,foreground
test.wav,8069.96,8069.98,background
test.wav,8069.98,8071.54,foreground
test.wav,8071.54,8071.59,background
test.wav,8071.59,8072.06,foreground
test.wav,8072.06,8072.07,background
test.wav,8072.07,8072.1,foreground
test.wav,8072.1,8072.11,background
test.wav,8072.11,8072.94,foreground
test.wav,8072.94,8073.01,background
test.wav,8073.01,8073.03,foreground
test.wav,8073.03,8073.04,background
test.wav,8073.04,8075.08,foreground
test.wav,8075.08,8075.27,background
test.wav,8075.27,8076.11,foreground
test.wav,8076.11,8076.16,background
test.wav,8076.16,8076.21,foreground
test.wav,8076.21,8076.22,background
test.wav,8076.22,8077.02,foreground
test.wav,8077.02,8077.04,background
test.wav,8077.04,8077.06,foreground
test.wav,8077.06,8077.07,background
test.wav,8077.07,8077.08,foreground
test.wav,8077.08,8077.09,background
test.wav,8077.09,8077.15,foreground
test.wav,8077.15,8077.16,background
test.wav,8077.16,8077.64,foreground
test.wav,8077.64,8077.65,background
test.wav,8077.65,8077.71,foreground
test.wav,8077.71,8077.79,background
test.wav,8077.79,8077.8,foreground
test.wav,8077.8,8077.81,background
test.wav,8077.81,8077.84,foreground
test.wav,8077.84,8077.86,background
test.wav,8077.86,8077.93,foreground
test.wav,8077.93,8078.11,background
test.wav,8078.11,8078.12,foreground
test.wav,8078.12,8078.14,background
test.wav,8078.14,8078.24,foreground
test.wav,8078.24,8078.25,background
test.wav,8078.25,8078.91,foreground
test.wav,8078.91,8078.92,background
test.wav,8078.92,8078.94,foreground
test.wav,8078.94,8078.95,background
test.wav,8078.95,8079.03,foreground
test.wav,8079.03,8079.04,background
test.wav,8079.04,8079.05,foreground
test.wav,8079.05,8079.07,background
test.wav,8079.07,8079.64,foreground
test.wav,8079.64,8079.65,background
test.wav,8079.65,8079.66,foreground
test.wav,8079.66,8079.67,background
test.wav,8079.67,8079.68,foreground
test.wav,8079.68,8079.69,background
test.wav,8079.69,8079.7,foreground
test.wav,8079.7,8079.74,background
test.wav,8079.74,8079.75,foreground
test.wav,8079.75,8079.8,background
test.wav,8079.8,8079.81,foreground
test.wav,8079.81,8079.89,background
test.wav,8079.89,8079.9,foreground
test.wav,8079.9,8079.94,background
test.wav,8079.94,8079.99,foreground
test.wav,8079.99,8080.2,background
test.wav,8080.2,8080.21,foreground
test.wav,8080.21,8080.24,background
test.wav,8080.24,8080.25,foreground
test.wav,8080.25,8080.26,background
test.wav,8080.26,8080.28,foreground
test.wav,8080.28,8080.29,background
test.wav,8080.29,8080.3,foreground
test.wav,8080.3,8080.56,background
test.wav,8080.56,8080.63,foreground
test.wav,8080.63,8080.64,background
test.wav,8080.64,8080.7,foreground
test.wav,8080.7,8080.71,background
test.wav,8080.71,8080.74,foreground
test.wav,8080.74,8080.85,background
test.wav,8080.85,8080.86,foreground
test.wav,8080.86,8081.02,background
test.wav,8081.02,8081.03,foreground
test.wav,8081.03,8081.04,background
test.wav,8081.04,8081.05,foreground
test.wav,8081.05,8081.07,background
test.wav,8081.07,8081.12,foreground
test.wav,8081.12,8081.15,background
test.wav,8081.15,8081.28,foreground
test.wav,8081.28,8081.29,background
test.wav,8081.29,8081.63,foreground
test.wav,8081.63,8081.64,background
test.wav,8081.64,8081.66,foreground
test.wav,8081.66,8081.67,background
test.wav,8081.67,8081.72,foreground
test.wav,8081.72,8081.74,background
test.wav,8081.74,8082.46,foreground
test.wav,8082.46,8082.49,background
test.wav,8082.49,8082.59,foreground
test.wav,8082.59,8082.6,background
test.wav,8082.6,8082.63,foreground
test.wav,8082.63,8082.64,background
test.wav,8082.64,8082.77,foreground
test.wav,8082.77,8082.78,background
test.wav,8082.78,8082.8,foreground
test.wav,8082.8,8082.81,background
test.wav,8082.81,8083.41,foreground
test.wav,8083.41,8083.44,background
test.wav,8083.44,8083.47,foreground
test.wav,8083.47,8083.6,background
test.wav,8083.6,8083.62,foreground
test.wav,8083.62,8083.66,background
test.wav,8083.66,8083.67,foreground
test.wav,8083.67,8083.8,background
test.wav,8083.8,8083.95,foreground
test.wav,8083.95,8083.96,background
test.wav,8083.96,8083.97,foreground
test.wav,8083.97,8083.98,background
test.wav,8083.98,8084.07,foreground
test.wav,8084.07,8084.08,background
test.wav,8084.08,8084.14,foreground
test.wav,8084.14,8084.15,background
test.wav,8084.15,8084.16,foreground
test.wav,8084.16,8084.21,background
test.wav,8084.21,8084.22,foreground
test.wav,8084.22,8084.25,background
test.wav,8084.25,8084.26,foreground
test.wav,8084.26,8084.27,background
test.wav,8084.27,8084.28,foreground
test.wav,8084.28,8084.29,background
test.wav,8084.29,8084.35,foreground
test.wav,8084.35,8084.36,background
test.wav,8084.36,8084.42,foreground
test.wav,8084.42,8084.43,background
test.wav,8084.43,8084.44,foreground
test.wav,8084.44,8084.45,background
test.wav,8084.45,8084.61,foreground
test.wav,8084.61,8084.63,background
test.wav,8084.63,8084.64,foreground
test.wav,8084.64,8084.65,background
test.wav,8084.65,8084.72,foreground
test.wav,8084.72,8084.74,background
test.wav,8084.74,8084.77,foreground
test.wav,8084.77,8084.78,background
test.wav,8084.78,8084.79,foreground
test.wav,8084.79,8084.8,background
test.wav,8084.8,8085.1,foreground
test.wav,8085.1,8085.16,background
test.wav,8085.16,8085.65,foreground
test.wav,8085.65,8085.66,background
test.wav,8085.66,8085.69,foreground
test.wav,8085.69,8085.7,background
test.wav,8085.7,8085.73,foreground
test.wav,8085.73,8085.74,background
test.wav,8085.74,8085.75,foreground
test.wav,8085.75,8085.77,background
test.wav,8085.77,8085.8,foreground
test.wav,8085.8,8085.81,background
test.wav,8085.81,8085.82,foreground
test.wav,8085.82,8085.83,background
test.wav,8085.83,8086.33,foreground
test.wav,8086.33,8086.34,background
test.wav,8086.34,8086.53,foreground
test.wav,8086.53,8086.55,background
test.wav,8086.55,8086.8,foreground
test.wav,8086.8,8086.82,background
test.wav,8086.82,8086.84,foreground
test.wav,8086.84,8086.86,background
test.wav,8086.86,8086.96,foreground
test.wav,8086.96,8087.01,background
test.wav,8087.01,8087.02,foreground
test.wav,8087.02,8087.05,background
test.wav,8087.05,8087.06,foreground
test.wav,8087.06,8087.07,background
test.wav,8087.07,8087.08,foreground
test.wav,8087.08,8087.12,background
test.wav,8087.12,8087.17,foreground
test.wav,8087.17,8087.54,background
test.wav,8087.54,8087.55,foreground
test.wav,8087.55,8087.57,background
test.wav,8087.57,8087.59,foreground
test.wav,8087.59,8087.69,background
test.wav,8087.69,8087.7,foreground
test.wav,8087.7,8089.65,background
test.wav,8089.65,8089.66,foreground
test.wav,8089.66,8090.33,background
test.wav,8090.33,8090.34,foreground
test.wav,8090.34,8090.84,background
test.wav,8090.84,8090.86,foreground
test.wav,8090.86,8090.87,background
test.wav,8090.87,8090.92,foreground
test.wav,8090.92,8090.93,background
test.wav,8090.93,8091.03,foreground
test.wav,8091.03,8091.04,background
test.wav,8091.04,8091.1,foreground
test.wav,8091.1,8091.12,background
test.wav,8091.12,8091.13,foreground
test.wav,8091.13,8091.15,background
test.wav,8091.15,8091.35,foreground
test.wav,8091.35,8091.36,background
test.wav,8091.36,8091.37,foreground
test.wav,8091.37,8091.47,background
test.wav,8091.47,8091.55,foreground
test.wav,8091.55,8091.57,background
test.wav,8091.57,8091.6,foreground
test.wav,8091.6,8091.64,background
test.wav,8091.64,8091.82,foreground
test.wav,8091.82,8091.84,background
test.wav,8091.84,8091.87,foreground
test.wav,8091.87,8091.88,background
test.wav,8091.88,8091.91,foreground
test.wav,8091.91,8091.92,background
test.wav,8091.92,8091.96,foreground
test.wav,8091.96,8092.0,background
test.wav,8092.0,8092.01,foreground
test.wav,8092.01,8092.02,background
test.wav,8092.02,8092.03,foreground
test.wav,8092.03,8092.06,background
test.wav,8092.06,8092.29,foreground
test.wav,8092.29,8092.31,background
test.wav,8092.31,8093.11,foreground
test.wav,8093.11,8093.17,background
test.wav,8093.17,8093.18,foreground
test.wav,8093.18,8093.19,background
test.wav,8093.19,8093.55,foreground
test.wav,8093.55,8093.56,background
test.wav,8093.56,8093.59,foreground
test.wav,8093.59,8093.68,background
test.wav,8093.68,8093.69,foreground
test.wav,8093.69,8093.73,background
test.wav,8093.73,8093.75,foreground
test.wav,8093.75,8093.77,background
test.wav,8093.77,8093.79,foreground
test.wav,8093.79,8093.8,background
test.wav,8093.8,8093.82,foreground
test.wav,8093.82,8093.83,background
test.wav,8093.83,8093.87,foreground
test.wav,8093.87,8093.88,background
test.wav,8093.88,8093.91,foreground
test.wav,8093.91,8093.93,background
test.wav,8093.93,8094.15,foreground
test.wav,8094.15,8094.16,background
test.wav,8094.16,8094.17,foreground
test.wav,8094.17,8094.18,background
test.wav,8094.18,8094.59,foreground
test.wav,8094.59,8094.63,background
test.wav,8094.63,8094.67,foreground
test.wav,8094.67,8094.68,background
test.wav,8094.68,8094.69,foreground
test.wav,8094.69,8094.72,background
test.wav,8094.72,8094.77,foreground
test.wav,8094.77,8094.79,background
test.wav,8094.79,8094.8,foreground
test.wav,8094.8,8094.81,background
test.wav,8094.81,8094.82,foreground
test.wav,8094.82,8094.93,background
test.wav,8094.93,8094.94,foreground
test.wav,8094.94,8094.96,background
test.wav,8094.96,8095.03,foreground
test.wav,8095.03,8095.04,background
test.wav,8095.04,8095.08,foreground
test.wav,8095.08,8095.09,background
test.wav,8095.09,8095.17,foreground
test.wav,8095.17,8095.21,background
test.wav,8095.21,8095.38,foreground
test.wav,8095.38,8095.6,background
test.wav,8095.6,8095.62,foreground
test.wav,8095.62,8095.63,background
test.wav,8095.63,8095.65,foreground
test.wav,8095.65,8095.67,background
test.wav,8095.67,8095.68,foreground
test.wav,8095.68,8095.88,background
test.wav,8095.88,8095.93,foreground
test.wav,8095.93,8096.01,background
test.wav,8096.01,8096.08,foreground
test.wav,8096.08,8096.22,background
test.wav,8096.22,8096.24,foreground
test.wav,8096.24,8096.27,background
test.wav,8096.27,8096.31,foreground
test.wav,8096.31,8096.32,background
test.wav,8096.32,8096.88,foreground
test.wav,8096.88,8096.91,background
test.wav,8096.91,8096.92,foreground
test.wav,8096.92,8096.93,background
test.wav,8096.93,8096.95,foreground
test.wav,8096.95,8097.16,background
test.wav,8097.16,8097.21,foreground
test.wav,8097.21,8097.3,background
test.wav,8097.3,8097.32,foreground
test.wav,8097.32,8097.33,background
test.wav,8097.33,8097.38,foreground
test.wav,8097.38,8097.49,background
test.wav,8097.49,8097.5,foreground
test.wav,8097.5,8097.51,background
test.wav,8097.51,8097.56,foreground
test.wav,8097.56,8097.69,background
test.wav,8097.69,8097.72,foreground
test.wav,8097.72,8097.73,background
test.wav,8097.73,8097.77,foreground
test.wav,8097.77,8097.79,background
test.wav,8097.79,8097.82,foreground
test.wav,8097.82,8097.94,background
test.wav,8097.94,8097.97,foreground
test.wav,8097.97,8097.99,background
test.wav,8097.99,8098.0,foreground
test.wav,8098.0,8098.02,background
test.wav,8098.02,8098.04,foreground
test.wav,8098.04,8098.25,background
test.wav,8098.25,8098.29,foreground
test.wav,8098.29,8098.31,background
test.wav,8098.31,8098.32,foreground
test.wav,8098.32,8098.35,background
test.wav,8098.35,8098.36,foreground
test.wav,8098.36,8098.37,background
test.wav,8098.37,8098.38,foreground
test.wav,8098.38,8098.39,background
test.wav,8098.39,8098.4,foreground
test.wav,8098.4,8098.41,background
test.wav,8098.41,8098.53,foreground
test.wav,8098.53,8098.54,background
test.wav,8098.54,8098.55,foreground
test.wav,8098.55,8098.95,background
test.wav,8098.95,8098.96,foreground
test.wav,8098.96,8100.14,background
test.wav,8100.14,8100.15,foreground
test.wav,8100.15,8100.19,background
test.wav,8100.19,8100.2,foreground
test.wav,8100.2,8100.27,background
test.wav,8100.27,8100.28,foreground
test.wav,8100.28,8101.24,background
test.wav,8101.24,8101.25,foreground
test.wav,8101.25,8102.2,background
test.wav,8102.2,8102.22,foreground
test.wav,8102.22,8102.23,background
test.wav,8102.23,8102.26,foreground
test.wav,8102.26,8102.29,background
test.wav,8102.29,8102.37,foreground
test.wav,8102.37,8102.44,background
test.wav,8102.44,8102.46,foreground
test.wav,8102.46,8102.47,background
test.wav,8102.47,8102.71,foreground
test.wav,8102.71,8102.83,background
test.wav,8102.83,8102.85,foreground
test.wav,8102.85,8103.09,background
test.wav,8103.09,8103.1,foreground
test.wav,8103.1,8103.13,background
test.wav,8103.13,8103.17,foreground
test.wav,8103.17,8103.18,background
test.wav,8103.18,8103.24,foreground
test.wav,8103.24,8103.25,background
test.wav,8103.25,8103.31,foreground
test.wav,8103.31,8103.32,background
test.wav,8103.32,8103.33,foreground
test.wav,8103.33,8103.34,background
test.wav,8103.34,8103.44,foreground
test.wav,8103.44,8103.48,background
test.wav,8103.48,8103.49,foreground
test.wav,8103.49,8103.52,background
test.wav,8103.52,8103.53,foreground
test.wav,8103.53,8103.54,background
test.wav,8103.54,8103.55,foreground
test.wav,8103.55,8103.56,background
test.wav,8103.56,8103.57,foreground
test.wav,8103.57,8103.58,background
test.wav,8103.58,8103.61,foreground
test.wav,8103.61,8103.75,background
test.wav,8103.75,8103.78,foreground
test.wav,8103.78,8103.79,background
test.wav,8103.79,8106.01,foreground
test.wav,8106.01,8106.02,background
test.wav,8106.02,8106.33,foreground
test.wav,8106.33,8106.34,background
test.wav,8106.34,8106.9,foreground
test.wav,8106.9,8106.91,background
test.wav,8106.91,8106.93,foreground
test.wav,8106.93,8106.94,background
test.wav,8106.94,8109.66,foreground
test.wav,8109.66,8109.67,background
test.wav,8109.67,8109.74,foreground
test.wav,8109.74,8109.75,background
test.wav,8109.75,8109.83,foreground
test.wav,8109.83,8109.86,background
test.wav,8109.86,8109.91,foreground
test.wav,8109.91,8109.92,background
test.wav,8109.92,8110.03,foreground
test.wav,8110.03,8110.05,background
test.wav,8110.05,8110.08,foreground
test.wav,8110.08,8110.09,background
test.wav,8110.09,8110.1,foreground
test.wav,8110.1,8110.11,background
test.wav,8110.11,8110.26,foreground
test.wav,8110.26,8110.27,background
test.wav,8110.27,8111.27,foreground
test.wav,8111.27,8111.32,background
test.wav,8111.32,8111.36,foreground
test.wav,8111.36,8111.38,background
test.wav,8111.38,8111.51,foreground
test.wav,8111.51,8111.65,background
test.wav,8111.65,8111.66,foreground
test.wav,8111.66,8111.67,background
test.wav,8111.67,8111.68,foreground
test.wav,8111.68,8111.83,background
test.wav,8111.83,8111.85,foreground
test.wav,8111.85,8111.92,background
test.wav,8111.92,8111.98,foreground
test.wav,8111.98,8111.99,background
test.wav,8111.99,8112.04,foreground
test.wav,8112.04,8112.07,background
test.wav,8112.07,8112.14,foreground
test.wav,8112.14,8112.15,background
test.wav,8112.15,8112.2,foreground
test.wav,8112.2,8112.22,background
test.wav,8112.22,8112.23,foreground
test.wav,8112.23,8112.25,background
test.wav,8112.25,8112.26,foreground
test.wav,8112.26,8112.28,background
test.wav,8112.28,8112.34,foreground
test.wav,8112.34,8112.35,background
test.wav,8112.35,8112.41,foreground
test.wav,8112.41,8112.42,background
test.wav,8112.42,8112.5,foreground
test.wav,8112.5,8112.81,background
test.wav,8112.81,8112.82,foreground
test.wav,8112.82,8112.86,background
test.wav,8112.86,8112.89,foreground
test.wav,8112.89,8112.9,background
test.wav,8112.9,8112.91,foreground
test.wav,8112.91,8112.92,background
test.wav,8112.92,8112.99,foreground
test.wav,8112.99,8113.0,background
test.wav,8113.0,8113.04,foreground
test.wav,8113.04,8113.05,background
test.wav,8113.05,8113.81,foreground
test.wav,8113.81,8113.82,background
test.wav,8113.82,8115.49,foreground
test.wav,8115.49,8115.5,background
test.wav,8115.5,8115.84,foreground
test.wav,8115.84,8115.87,background
test.wav,8115.87,8115.88,foreground
test.wav,8115.88,8115.89,background
test.wav,8115.89,8115.92,foreground
test.wav,8115.92,8115.93,background
test.wav,8115.93,8116.15,foreground
test.wav,8116.15,8116.16,background
test.wav,8116.16,8116.18,foreground
test.wav,8116.18,8116.19,background
test.wav,8116.19,8116.32,foreground
test.wav,8116.32,8116.33,background
test.wav,8116.33,8118.83,foreground
test.wav,8118.83,8118.84,background
test.wav,8118.84,8120.09,foreground
test.wav,8120.09,8120.1,background
test.wav,8120.1,8120.11,foreground
test.wav,8120.11,8120.13,background
test.wav,8120.13,8121.32,foreground
test.wav,8121.32,8121.33,background
test.wav,8121.33,8121.66,foreground
test.wav,8121.66,8121.69,background
test.wav,8121.69,8122.41,foreground
test.wav,8122.41,8122.51,background
test.wav,8122.51,8122.62,foreground
test.wav,8122.62,8122.63,background
test.wav,8122.63,8122.69,foreground
test.wav,8122.69,8122.7,background
test.wav,8122.7,8123.02,foreground
test.wav,8123.02,8123.03,background
test.wav,8123.03,8127.67,foreground
test.wav,8127.67,8127.68,background
test.wav,8127.68,8127.7,foreground
test.wav,8127.7,8127.76,background
test.wav,8127.76,8129.22,foreground
test.wav,8129.22,8129.23,background
test.wav,8129.23,8131.38,foreground
test.wav,8131.38,8131.39,background
test.wav,8131.39,8131.4,foreground
test.wav,8131.4,8131.41,background
test.wav,8131.41,8131.45,foreground
test.wav,8131.45,8131.46,background
test.wav,8131.46,8131.49,foreground
test.wav,8131.49,8131.51,background
test.wav,8131.51,8131.66,foreground
test.wav,8131.66,8131.67,background
test.wav,8131.67,8131.68,foreground
test.wav,8131.68,8131.69,background
test.wav,8131.69,8131.7,foreground
test.wav,8131.7,8131.71,background
test.wav,8131.71,8131.73,foreground
test.wav,8131.73,8131.77,background
test.wav,8131.77,8131.83,foreground
test.wav,8131.83,8131.84,background
test.wav,8131.84,8131.95,foreground
test.wav,8131.95,8131.96,background
test.wav,8131.96,8131.97,foreground
test.wav,8131.97,8132.02,background
test.wav,8132.02,8132.1,foreground
test.wav,8132.1,8132.11,background
test.wav,8132.11,8132.23,foreground
test.wav,8132.23,8132.32,background
test.wav,8132.32,8133.78,foreground
test.wav,8133.78,8133.79,background
test.wav,8133.79,8134.61,foreground
test.wav,8134.61,8134.62,background
test.wav,8134.62,8134.66,foreground
test.wav,8134.66,8134.67,background
test.wav,8134.67,8135.97,foreground
test.wav,8135.97,8135.98,background
test.wav,8135.98,8136.78,foreground
test.wav,8136.78,8136.79,background
test.wav,8136.79,8145.62,foreground
test.wav,8145.62,8145.63,background
test.wav,8145.63,8146.36,foreground
test.wav,8146.36,8146.37,background
test.wav,8146.37,8146.4,foreground
test.wav,8146.4,8146.68,background
test.wav,8146.68,8146.75,foreground
test.wav,8146.75,8146.76,background
test.wav,8146.76,8146.93,foreground
test.wav,8146.93,8146.94,background
test.wav,8146.94,8146.95,foreground
test.wav,8146.95,8146.96,background
test.wav,8146.96,8146.99,foreground
test.wav,8146.99,8147.0,background
test.wav,8147.0,8147.02,foreground
test.wav,8147.02,8147.03,background
test.wav,8147.03,8147.04,foreground
test.wav,8147.04,8147.05,background
test.wav,8147.05,8147.56,foreground
test.wav,8147.56,8147.57,background
test.wav,8147.57,8147.63,foreground
test.wav,8147.63,8147.64,background
test.wav,8147.64,8147.65,foreground
test.wav,8147.65,8147.68,background
test.wav,8147.68,8147.69,foreground
test.wav,8147.69,8147.7,background
test.wav,8147.7,8147.71,foreground
test.wav,8147.71,8147.74,background
test.wav,8147.74,8147.81,foreground
test.wav,8147.81,8147.82,background
test.wav,8147.82,8147.89,foreground
test.wav,8147.89,8147.9,background
test.wav,8147.9,8147.95,foreground
test.wav,8147.95,8147.96,background
test.wav,8147.96,8148.04,foreground
test.wav,8148.04,8148.05,background
test.wav,8148.05,8148.07,foreground
test.wav,8148.07,8148.08,background
test.wav,8148.08,8148.1,foreground
test.wav,8148.1,8148.12,background
test.wav,8148.12,8148.18,foreground
test.wav,8148.18,8148.19,background
test.wav,8148.19,8148.3,foreground
test.wav,8148.3,8148.31,background
test.wav,8148.31,8148.41,foreground
test.wav,8148.41,8148.42,background
test.wav,8148.42,8148.44,foreground
test.wav,8148.44,8148.45,background
test.wav,8148.45,8148.51,foreground
test.wav,8148.51,8148.52,background
test.wav,8148.52,8148.63,foreground
test.wav,8148.63,8148.64,background
test.wav,8148.64,8148.68,foreground
test.wav,8148.68,8148.69,background
test.wav,8148.69,8148.7,foreground
test.wav,8148.7,8148.71,background
test.wav,8148.71,8148.72,foreground
test.wav,8148.72,8148.73,background
test.wav,8148.73,8148.74,foreground
test.wav,8148.74,8148.79,background
test.wav,8148.79,8148.82,foreground
test.wav,8148.82,8148.83,background
test.wav,8148.83,8148.87,foreground
test.wav,8148.87,8148.88,background
test.wav,8148.88,8149.05,foreground
test.wav,8149.05,8149.21,background
test.wav,8149.21,8149.22,foreground
test.wav,8149.22,8149.36,background
test.wav,8149.36,8149.37,foreground
test.wav,8149.37,8149.38,background
test.wav,8149.38,8149.39,foreground
test.wav,8149.39,8149.41,background
test.wav,8149.41,8149.42,foreground
test.wav,8149.42,8149.44,background
test.wav,8149.44,8149.46,foreground
test.wav,8149.46,8149.47,background
test.wav,8149.47,8149.52,foreground
test.wav,8149.52,8149.54,background
test.wav,8149.54,8149.66,foreground
test.wav,8149.66,8149.67,background
test.wav,8149.67,8149.8,foreground
test.wav,8149.8,8149.81,background
test.wav,8149.81,8149.85,foreground
test.wav,8149.85,8149.86,background
test.wav,8149.86,8150.23,foreground
test.wav,8150.23,8150.25,background
test.wav,8150.25,8150.26,foreground
test.wav,8150.26,8150.27,background
test.wav,8150.27,8150.38,foreground
test.wav,8150.38,8150.39,background
test.wav,8150.39,8150.4,foreground
test.wav,8150.4,8150.47,background
test.wav,8150.47,8150.48,foreground
test.wav,8150.48,8150.5,background
test.wav,8150.5,8150.51,foreground
test.wav,8150.51,8150.52,background
test.wav,8150.52,8150.76,foreground
test.wav,8150.76,8150.77,background
test.wav,8150.77,8150.81,foreground
test.wav,8150.81,8150.83,background
test.wav,8150.83,8151.28,foreground
test.wav,8151.28,8151.34,background
test.wav,8151.34,8151.35,foreground
test.wav,8151.35,8151.6,background
test.wav,8151.6,8151.61,foreground
test.wav,8151.61,8151.62,background
test.wav,8151.62,8151.63,foreground
test.wav,8151.63,8152.09,background
test.wav,8152.09,8152.1,foreground
test.wav,8152.1,8152.12,background
test.wav,8152.12,8152.25,foreground
test.wav,8152.25,8152.27,background
test.wav,8152.27,8152.7,foreground
test.wav,8152.7,8152.71,background
test.wav,8152.71,8153.11,foreground
test.wav,8153.11,8153.12,background
test.wav,8153.12,8154.23,foreground
test.wav,8154.23,8154.26,background
test.wav,8154.26,8154.27,foreground
test.wav,8154.27,8154.29,background
test.wav,8154.29,8154.45,foreground
test.wav,8154.45,8154.54,background
test.wav,8154.54,8154.55,foreground
test.wav,8154.55,8154.58,background
test.wav,8154.58,8154.59,foreground
test.wav,8154.59,8154.6,background
test.wav,8154.6,8154.61,foreground
test.wav,8154.61,8154.64,background
test.wav,8154.64,8154.67,foreground
test.wav,8154.67,8154.71,background
test.wav,8154.71,8154.72,foreground
test.wav,8154.72,8154.73,background
test.wav,8154.73,8154.75,foreground
test.wav,8154.75,8154.81,background
test.wav,8154.81,8154.82,foreground
test.wav,8154.82,8154.94,background
test.wav,8154.94,8154.97,foreground
test.wav,8154.97,8154.98,background
test.wav,8154.98,8155.23,foreground
test.wav,8155.23,8155.24,background
test.wav,8155.24,8155.26,foreground
test.wav,8155.26,8155.49,background
test.wav,8155.49,8155.5,foreground
test.wav,8155.5,8155.52,background
test.wav,8155.52,8155.54,foreground
test.wav,8155.54,8155.55,background
test.wav,8155.55,8155.56,foreground
test.wav,8155.56,8155.57,background
test.wav,8155.57,8156.07,foreground
test.wav,8156.07,8156.14,background
test.wav,8156.14,8156.15,foreground
test.wav,8156.15,8156.16,background
test.wav,8156.16,8156.24,foreground
test.wav,8156.24,8156.26,background
test.wav,8156.26,8156.34,foreground
test.wav,8156.34,8156.35,background
test.wav,8156.35,8156.37,foreground
test.wav,8156.37,8156.6,background
test.wav,8156.6,8156.64,foreground
test.wav,8156.64,8156.65,background
test.wav,8156.65,8156.67,foreground
test.wav,8156.67,8156.68,background
test.wav,8156.68,8156.7,foreground
test.wav,8156.7,8156.71,background
test.wav,8156.71,8156.73,foreground
test.wav,8156.73,8156.74,background
test.wav,8156.74,8156.86,foreground
test.wav,8156.86,8156.88,background
test.wav,8156.88,8156.89,foreground
test.wav,8156.89,8156.92,background
test.wav,8156.92,8156.93,foreground
test.wav,8156.93,8156.94,background
test.wav,8156.94,8157.01,foreground
test.wav,8157.01,8157.02,background
test.wav,8157.02,8157.03,foreground
test.wav,8157.03,8157.04,background
test.wav,8157.04,8157.06,foreground
test.wav,8157.06,8157.07,background
test.wav,8157.07,8157.11,foreground
test.wav,8157.11,8157.12,background
test.wav,8157.12,8159.33,foreground
test.wav,8159.33,8159.34,background
test.wav,8159.34,8159.47,foreground
test.wav,8159.47,8160.31,background
test.wav,8160.31,8160.32,foreground
test.wav,8160.32,8160.45,background
test.wav,8160.45,8160.46,foreground
test.wav,8160.46,8160.48,background
test.wav,8160.48,8160.49,foreground
test.wav,8160.49,8160.81,background
test.wav,8160.81,8160.82,foreground
test.wav,8160.82,8160.86,background
test.wav,8160.86,8160.87,foreground
test.wav,8160.87,8160.88,background
test.wav,8160.88,8160.89,foreground
test.wav,8160.89,8160.98,background
test.wav,8160.98,8161.02,foreground
test.wav,8161.02,8161.03,background
test.wav,8161.03,8161.16,foreground
test.wav,8161.16,8161.18,background
test.wav,8161.18,8161.29,foreground
test.wav,8161.29,8161.3,background
test.wav,8161.3,8161.31,foreground
test.wav,8161.31,8161.32,background
test.wav,8161.32,8161.5,foreground
test.wav,8161.5,8161.53,background
test.wav,8161.53,8161.62,foreground
test.wav,8161.62,8161.64,background
test.wav,8161.64,8161.66,foreground
test.wav,8161.66,8161.67,background
test.wav,8161.67,8161.68,foreground
test.wav,8161.68,8161.71,background
test.wav,8161.71,8161.72,foreground
test.wav,8161.72,8162.0,background
test.wav,8162.0,8162.02,foreground
test.wav,8162.02,8162.03,background
test.wav,8162.03,8162.08,foreground
test.wav,8162.08,8162.38,background
test.wav,8162.38,8162.79,foreground
test.wav,8162.79,8162.8,background
test.wav,8162.8,8162.81,foreground
test.wav,8162.81,8162.83,background
test.wav,8162.83,8162.84,foreground
test.wav,8162.84,8162.95,background
test.wav,8162.95,8162.96,foreground
test.wav,8162.96,8162.98,background
test.wav,8162.98,8163.04,foreground
test.wav,8163.04,8163.05,background
test.wav,8163.05,8163.07,foreground
test.wav,8163.07,8163.09,background
